S_Yr S_Mon S_Day S_Hr S_Min S_Sec E_Yr E_Mon E_Day E_Hr E_Min E_Sec Type Inst
2012 01 23 02 21 59.0  2012 01 23 02 27 40.0  BSO m 
2012 01 23 13 46 52.0  2012 01 23 13 52 58.0  BSO m 
2012 01 24 01 33 26.0  2012 01 24 01 39 25.0  BSO m 
2012 01 24 13 32 53.0  2012 01 24 13 32 53.0  BSO s 
2012 01 25 01 23 16.0  2012 01 25 01 26 32.0  BSO m 
2012 01 25 13 09 46.0  2012 01 25 13 09 46.0  BSO s 
2012 01 26 00 50  9.0  2012 01 26 00 52  9.0  BSO m 
2012 01 26 12 31 46.0  2012 01 26 12 37 20.0  BSO m 
2012 01 27 00 25 56.0  2012 01 27 00 28 34.0  BSO m 
2012 01 27 12 07 26.0  2012 01 27 12 12 19.0  BSO m 
2012 01 28 00 01  2.0  2012 01 28 00 06 56.0  BSO m 
2012 01 28 11 40 49.0  2012 01 28 11 48 55.0  BSO m 
2012 01 28 23 20 52.0  2012 01 28 23 25  8.0  BSO m 
2012 01 29 11 18 12.0  2012 01 29 11 19  3.0  BSO m 
2012 01 29 23 03 46.0  2012 01 29 23 10 36.0  BSO m 
2012 01 30 11 02 25.0  2012 01 30 11 05 58.0  BSO m 
2012 01 30 22 36 18.0  2012 01 30 22 36 58.0  BSO m 
2012 01 31 10 09 28.0  2012 01 31 10 11  0.0  BSO m 
2012 01 31 21 55 30.0  2012 01 31 21 55 30.0  BSO s 
2012 02 01 10 02 30.0  2012 02 01 10 04 26.0  BSO m 
2012 02 01 21 41 52.0  2012 02 01 21 53 41.0  BSO m 
2012 02 02 09 22 21.0  2012 02 02 09 33 32.0  BSO m 
2012 02 02 21 06 48.0  2012 02 02 21 15 50.0  BSO m 
2012 02 03 08 55 16.0  2012 02 03 09 02 59.0  BSO m 
2012 02 03 21 01 23.0  2012 02 03 21 06 17.0  BSO m 
2012 02 04 08 31 45.0  2012 02 04 08 34 44.0  BSO m 
2012 02 04 20 17 49.0  2012 02 04 20 26 46.0  BSO m 
2012 02 05 07 57 11.0  2012 02 05 07 57 56.0  BSO m 
2012 02 05 19 52 48.0  2012 02 05 19 56 18.0  BSO m 
2012 02 06 07 28 53.0  2012 02 06 07 36 54.0  BSO m 
2012 02 06 19 20 47.0  2012 02 06 19 22 59.0  BSO m 
2012 02 07 07 06  7.0  2012 02 07 07 06  7.0  BSO s 
2012 02 07 18 52  2.0  2012 02 07 18 52 57.0  BSO m 
2012 02 08 06 39 17.0  2012 02 08 06 39 17.0  BSO s 
2012 02 08 18 25  2.0  2012 02 08 18 29 13.0  BSO m 
2012 02 09 06 17  3.0  2012 02 09 06 17  3.0  BSO s 
2012 02 09 17 59 48.0  2012 02 09 18 06 22.0  BSO m 
2012 02 10 05 52 36.0  2012 02 10 05 53 55.0  BSO m 
2012 02 10 17 31 33.0  2012 02 10 17 33 16.0  BSO m 
2012 02 11 05 17 59.0  2012 02 11 05 17 59.0  BSO s 
2012 02 11 17 07 19.0  2012 02 11 17 08 24.0  BSO m 
2012 02 12 04 57  0.0  2012 02 12 04 57 38.0  BSO m 
2012 02 12 16 38  0.0  2012 02 12 16 38  0.0  BSO s 
2012 02 13 04 26 47.0  2012 02 13 04 30 12.0  BSO m 
2012 02 13 16 15  6.0  2012 02 13 16 15  6.0  BSO s 
2012 02 14 03 58 50.0  2012 02 14 03 59 25.0  BSO m 
2012 02 14 15 44 12.0  2012 02 14 15 54 52.0  BSO m 
2012 02 15 03 28 21.0  2012 02 15 03 31 51.0  BSO m 
2012 02 15 15 19 28.0  2012 02 15 15 22  2.0  BSO m 
2012 02 16 03 03 22.0  2012 02 16 03 07 46.0  BSO m 
2012 02 16 14 54  0.0  2012 02 16 15 00 41.0  BSO m 
2012 02 17 02 43 30.0  2012 02 17 02 44  2.0  BSO m 
2012 02 17 14 32 15.0  2012 02 17 14 32 34.0  BSO m 
2012 02 18 02 17 17.0  2012 02 18 02 18 37.0  BSO m 
2012 02 18 14 05 25.0  2012 02 18 14 06  3.0  BSO m 
2012 02 19 01 51 12.0  2012 02 19 01 54 32.0  BSO m 
2012 02 19 13 41 50.0  2012 02 19 13 41 50.0  BSO s 
2012 02 20 01 26 42.0  2012 02 20 01 28 16.0  BSO m 
2012 02 20 13 16 22.0  2012 02 20 13 18  3.0  BSO m 
2012 02 21 01 04 47.0  2012 02 21 01 07 24.0  BSO m 
2012 02 21 12 53  4.0  2012 02 21 12 53  4.0  BSO s 
2012 02 22 00 35  1.0  2012 02 22 00 37 12.0  BSO m 
2012 02 22 12 25 55.0  2012 02 22 12 26 23.0  BSO m 
2012 02 23 00 12 58.0  2012 02 23 00 14 33.0  BSO m 
2012 02 23 11 59 28.0  2012 02 23 12 01 47.0  BSO m 
2012 02 23 23 51 46.0  2012 02 23 23 51 46.0  BSO s 
2012 02 24 11 32 57.0  2012 02 24 11 34 38.0  BSO m 
2012 02 24 23 15 52.0  2012 02 24 23 16 18.0  BSO m 
2012 02 25 11 03 37.0  2012 02 25 11 03 37.0  BSO s 
2012 02 25 22 55  6.0  2012 02 25 22 55  6.0  BSO s 
2012 02 26 10 41  0.0  2012 02 26 10 41 38.0  BSO m 
2012 02 26 22 29  4.0  2012 02 26 22 29  4.0  BSO s 
2012 02 27 10 17 38.0  2012 02 27 10 22 16.0  BSO m 
2012 02 27 22 08 33.0  2012 02 27 22 08 33.0  BSO s 
2012 02 28 09 59 30.0  2012 02 28 09 59 30.0  BSO s 
2012 02 28 21 47 40.0  2012 02 28 21 48 28.0  BSO m 
2012 02 29 09 24 40.0  2012 02 29 09 28 46.0  BSO m 
2012 02 29 21 14 16.0  2012 02 29 21 18 30.0  BSO m 
2012 03 01 09 02  5.0  2012 03 01 09 05 12.0  BSO m 
2012 03 01 20 55 21.0  2012 03 01 20 59 39.0  BSO m 
2012 03 02 08 36 48.0  2012 03 02 08 40 58.0  BSO m 
2012 03 02 20 36  6.0  2012 03 02 20 39 32.0  BSO m 
2012 03 03 08 05 36.0  2012 03 03 08 06  9.0  BSO m 
2012 03 03 19 51 49.0  2012 03 03 19 55 13.0  BSO m 
2012 03 04 07 39 12.0  2012 03 04 07 39 12.0  BSO s 
2012 03 04 19 21 25.0  2012 03 04 21 21 40.0  BSO m 
2012 03 05 07 13 31.0  2012 03 05 07 27 29.0  BSO m 
2012 03 05 20 01 24.0  2012 03 05 20 01 24.0  BSO s 
2012 03 06 07 02 50.0  2012 03 06 07 44 50.0  BSO m 
2012 03 06 17 52 23.0  2012 03 06 17 58  8.0  BSO m 
2012 03 07 04 51 20.0  2012 03 07 05 16 52.0  BSO m 
2012 03 07 18 01 10.0  2012 03 07 18 38 32.0  BSO m 
2012 03 08 05 45 25.0  2012 03 08 05 54 25.0  BSO m 
2012 03 08 16 48 25.0  2012 03 08 16 49 34.0  BSO m 
2012 03 09 03 49 44.0  2012 03 09 04 13 29.0  BSO m 
2012 03 09 15 40 56.0  2012 03 09 15 51 58.0  BSO m 
2012 03 10 03 16 40.0  2012 03 10 03 22  9.0  BSO m 
2012 03 10 15 09 30.0  2012 03 10 15 18 33.0  BSO m 
2012 03 11 02 33 40.0  2012 03 11 02 42 56.0  BSO m 
2012 03 11 13 54 13.0  2012 03 11 14 05 57.0  BSO m 
2012 03 12 01 51  4.0  2012 03 12 02 04  1.0  BSO m 
2012 03 12 13 33  9.0  2012 03 12 13 42 39.0  BSO m 
2012 03 13 01 03 47.0  2012 03 13 01 15  2.0  BSO m 
2012 03 13 12 56 44.0  2012 03 13 12 56 44.0  BSO s 
2012 03 14 00 31 34.0  2012 03 14 00 42 15.0  BSO m 
2012 03 14 11 50 50.0  2012 03 14 11 58 19.0  BSO m 
2012 03 15 00 07 14.0  2012 03 15 00 08 56.0  BSO m 
2012 03 15 11 31 18.0  2012 03 15 11 46  6.0  BSO m 
2012 03 15 23 02 36.0  2012 03 15 23 02 36.0  BSO s 
2012 03 16 10 35  0.0  2012 03 16 10 42 47.0  BSO m 
2012 03 16 22 14 24.0  2012 03 16 22 20  8.0  BSO m 
2012 03 17 09 53  9.0  2012 03 17 09 54 29.0  BSO m 
2012 03 17 21 45 35.0  2012 03 17 21 48 30.0  BSO m 
2012 03 18 09 06  8.0  2012 03 18 09 23 13.0  BSO m 
2012 03 18 22 43 30.0  2012 03 19 00 11 15.0  BSO m 
2012 03 19 08 24 22.0  2012 03 19 08 24 37.0  BSO m 
2012 03 19 19 52 52.0  2012 03 19 19 55 56.0  BSO m 
2012 03 20 07 34 40.0  2012 03 20 07 34 51.0  BSO m 
2012 03 20 19 07  6.0  2012 03 20 19 08 38.0  BSO m 
2012 03 21 07 01 26.0  2012 03 21 07 01 26.0  BSO s 
2012 03 21 18 26 43.0  2012 03 21 18 28 24.0  BSO m 
2012 03 22 06 40 18.0  2012 03 22 06 42  4.0  BSO m 
2012 03 22 17 46  2.0  2012 03 22 17 46 44.0  BSO m 
2012 03 23 05 18 30.0  2012 03 23 05 37 49.0  BSO m 
2012 03 23 17 04 50.0  2012 03 23 17 04 50.0  BSO s 
2012 03 24 04 34 44.0  2012 03 24 04 34 44.0  BSO s 
2012 03 24 15 57 38.0  2012 03 24 16 18 30.0  BSO m 
2012 03 25 04 02 25.0  2012 03 25 04 02 25.0  BSO s 
2012 03 25 15 07 44.0  2012 03 25 15 15 10.0  BSO m 
2012 03 26 02 47 31.0  2012 03 26 02 57 56.0  BSO m 
2012 03 26 14 22 59.0  2012 03 26 14 29 48.0  BSO m 
2012 03 27 02 01 54.0  2012 03 27 02 11 20.0  BSO m 
2012 03 27 13 44  9.0  2012 03 27 14 08 30.0  BSO m 
2012 03 28 01 24  7.0  2012 03 28 01 35 38.0  BSO m 
2012 03 28 13 10 28.0  2012 03 28 13 13 56.0  BSO m 
2012 03 29 00 43 51.0  2012 03 29 00 43 51.0  BSO s 
2012 03 29 12 21 51.0  2012 03 29 12 21 51.0  BSO s 
2012 03 30 00 13 46.0  2012 03 30 00 22 27.0  BSO m 
2012 03 30 11 49 32.0  2012 03 30 11 53 41.0  BSO m 
2012 03 30 23 18 56.0  2012 03 30 23 33 22.0  BSO m 
2012 03 31 11 47 18.0  2012 03 31 11 47 18.0  BSO s 
2012 03 31 22 38 24.0  2012 03 31 22 57 41.0  BSO m 
2012 04 01 10 30 42.0  2012 04 01 10 39  3.0  BSO m 
2012 04 01 21 22 45.0  2012 04 01 21 25 41.0  BSO m 
2012 04 02 09 42 32.0  2012 04 02 10 05 35.0  BSO m 
2012 04 02 20 57 10.0  2012 04 02 21 18 31.0  BSO m 
2012 04 03 08 19 26.0  2012 04 03 08 24  1.0  BSO m 
2012 04 03 19 49 45.0  2012 04 03 19 54 57.0  BSO m 
2012 04 04 07 07 11.0  2012 04 04 07 16 47.0  BSO m 
2012 04 04 18 40  8.0  2012 04 04 18 54 21.0  BSO m 
2012 04 05 06 43  5.0  2012 04 05 06 49 39.0  BSO m 
2012 04 05 18 13  8.0  2012 04 05 18 34 36.0  BSO m 
2012 04 06 05 23 21.0  2012 04 06 05 44 32.0  BSO m 
2012 04 06 17 16 12.0  2012 04 06 17 22  5.0  BSO m 
2012 04 07 04 51 50.0  2012 04 07 05 08 47.0  BSO m 
2012 04 07 16 49 21.0  2012 04 07 16 53  5.0  BSO m 
2012 04 08 03 51 23.0  2012 04 08 03 55 39.0  BSO m 
2012 04 08 15 57 53.0  2012 04 08 16 01 31.0  BSO m 
2012 04 09 03 39 26.0  2012 04 09 03 41 57.0  BSO m 
2012 04 09 16 05 31.0  2012 04 09 16 26 34.0  BSO m 
2012 04 10 02 13  6.0  2012 04 10 02 17 58.0  BSO m 
2012 04 10 13 33  2.0  2012 04 10 14 40 58.0  BSO m 
2012 04 11 02 15 56.0  2012 04 11 02 18  7.0  BSO m 
2012 04 11 13 13  7.0  2012 04 11 13 13  7.0  BSO s 
2012 04 12 00 51  3.0  2012 04 12 00 58 17.0  BSO m 
2012 04 12 13 00 44.0  2012 04 12 13 11 48.0  BSO m 
2012 04 13 00 16 38.0  2012 04 13 00 29 46.0  BSO m 
2012 04 13 11 16 27.0  2012 04 13 11 29 51.0  BSO m 
2012 04 13 22 49  0.0  2012 04 13 23 07  4.0  BSO m 
2012 04 14 10 34 48.0  2012 04 14 10 49 16.0  BSO m 
2012 04 14 22 22 34.0  2012 04 14 22 32 31.0  BSO m 
2012 04 15 09 39 15.0  2012 04 15 09 55 51.0  BSO m 
2012 04 15 21 17 36.0  2012 04 15 21 34 19.0  BSO m 
2012 04 16 08 53 18.0  2012 04 16 09 23 14.0  BSO m 
2012 04 17 05 25 42.0  2012 04 17 05 42 11.0  BSO m 
2012 04 17 14 33 30.0  2012 04 17 14 56 49.0  BSO m 
2012 04 17 23 44 45.0  2012 04 17 23 56  3.0  BSO m 
2012 04 18 08 23 49.0  2012 04 18 08 23 49.0  BSO s 
2012 04 18 17 48 34.0  2012 04 18 18 27 20.0  BSO m 
2012 04 19 02 49 17.0  2012 04 19 02 55  3.0  BSO m 
2012 04 19 12 16 16.0  2012 04 19 12 20 29.0  BSO m 
2012 04 19 21 20 26.0  2012 04 19 21 24 13.0  BSO m 
2012 04 20 06 25 26.0  2012 04 20 06 33 16.0  BSO m 
2012 04 20 15 24 46.0  2012 04 20 16 01  0.0  BSO m 
2012 04 21 00 54 38.0  2012 04 21 01 01 55.0  BSO m 
2012 04 21 08 06  3.0  2012 04 21 08 07 21.0  BSO m 
2012 04 21 16 05  7.0  2012 04 21 16 05  7.0  BSO s 
2012 04 22 00 22  2.0  2012 04 22 00 48 14.0  BSO m 
2012 04 22 11 27 20.0  2012 04 22 11 27 20.0  BSO s 
2012 04 22 16 24 50.0  2012 04 22 16 24 50.0  BSO s 
2012 04 22 19 03  0.0  2012 04 22 19 03  0.0  BSO s 
2012 04 23 01 30 50.0  2012 04 23 02 41 50.0  BSO m 
2012 04 23 10 03  0.0  2012 04 23 10 42  0.0  BSO m 
2012 04 23 17 56 14.0  2012 04 23 18 20  6.0  BSO m 
2012 04 24 00 19 36.0  2012 04 24 00 33 16.0  BSO m 
2012 04 24 08 10 52.0  2012 04 24 08 10 52.0  BSO s 
2012 04 24 15 59 20.0  2012 04 24 16 13 38.0  BSO m 
2012 04 25 00 02 34.0  2012 04 25 00 22  8.0  BSO m 
2012 04 25 08 16 29.0  2012 04 25 08 16 29.0  BSO s 
2012 04 25 16 12 17.0  2012 04 25 16 12 17.0  BSO s 
2012 04 26 00 00 50.0  2012 04 26 00 28 17.0  BSO m 
2012 04 26 08 01 42.0  2012 04 26 08 09 49.0  BSO m 
2012 04 26 15 54 58.0  2012 04 26 16 06 42.0  BSO m 
2012 04 27 00 33 30.0  2012 04 27 00 39 35.0  BSO m 
2012 04 27 08 09 46.0  2012 04 27 08 21  8.0  BSO m 
2012 04 27 16 08 33.0  2012 04 27 16 08 33.0  BSO s 
2012 04 28 00 04 18.0  2012 04 28 00 05 47.0  BSO m 
2012 04 28 07 56 52.0  2012 04 28 08 06 44.0  BSO m 
2012 04 28 16 06 58.0  2012 04 28 16 06 58.0  BSO s 
2012 04 29 00 01  9.0  2012 04 29 00 08 12.0  BSO m 
2012 04 29 08 21 34.0  2012 04 29 08 57 28.0  BSO m 
2012 04 29 16 08 20.0  2012 04 29 16 09 52.0  BSO m 
2012 04 30 00 12 22.0  2012 04 30 00 14 26.0  BSO m 
2012 04 30 07 59  8.0  2012 04 30 08 07 38.0  BSO m 
2012 04 30 16 00 58.0  2012 04 30 16 08 56.0  BSO m 
2012 04 30 23 54 55.0  2012 04 30 23 58 53.0  BSO m 
2012 05 01 07 41 25.0  2012 05 01 07 46 54.0  BSO m 
2012 05 01 15 50  2.0  2012 05 01 15 56 36.0  BSO m 
2012 05 01 23 53 57.0  2012 05 02 00 12  2.0  BSO m 
2012 05 02 08 03 25.0  2012 05 02 08 16 22.0  BSO m 
2012 05 02 15 53  7.0  2012 05 02 16 10  6.0  BSO m 
2012 05 03 00 07 16.0  2012 05 03 00 15  8.0  BSO m 
2012 05 03 07 53 50.0  2012 05 03 07 59  9.0  BSO m 
2012 05 03 15 51 54.0  2012 05 03 15 56 55.0  BSO m 
2012 05 03 23 52  8.0  2012 05 03 23 52  8.0  BSO s 
2012 05 04 07 56 15.0  2012 05 04 08 00  6.0  BSO m 
2012 05 04 15 46 11.0  2012 05 04 15 46 11.0  BSO s 
2012 05 04 23 52 43.0  2012 05 04 23 54 19.0  BSO m 
2012 05 05 07 42 19.0  2012 05 05 07 46 21.0  BSO m 
2012 05 05 15 43 42.0  2012 05 05 15 46  5.0  BSO m 
2012 05 05 23 43 53.0  2012 05 05 23 44 31.0  BSO m 
2012 05 06 07 48 45.0  2012 05 06 07 54 43.0  BSO m 
2012 05 06 15 44 59.0  2012 05 06 15 50 55.0  BSO m 
2012 05 06 23 49 30.0  2012 05 06 23 49 30.0  BSO s 
2012 05 07 07 45 40.0  2012 05 07 07 49 44.0  BSO m 
2012 05 07 15 49 33.0  2012 05 07 16 02 20.0  BSO m 
2012 05 08 01 59 35.0  2012 05 08 01 59 35.0  BSO s 
2012 05 08 07 58 14.0  2012 05 08 07 58 14.0  BSO s 
2012 05 08 15 57 36.0  2012 05 08 16 09 52.0  BSO m 
2012 05 08 23 35 20.0  2012 05 08 23 35 20.0  BSO s 
2012 05 09 07 56 42.0  2012 05 09 07 56 42.0  BSO s 
2012 05 09 16 05 42.0  2012 05 09 16 05 42.0  BSO s 
2012 05 10 00 02 52.0  2012 05 10 00 07 44.0  BSO m 
2012 05 10 07 34 36.0  2012 05 10 07 37 13.0  BSO m 
2012 05 10 15 38 19.0  2012 05 10 15 39 21.0  BSO m 
2012 05 10 23 42 32.0  2012 05 10 23 43 42.0  BSO m 
2012 05 11 07 43 15.0  2012 05 11 07 43 15.0  BSO s 
2012 05 11 15 42 58.0  2012 05 11 15 42 58.0  BSO s 
2012 05 11 23 26 34.0  2012 05 11 23 34 52.0  BSO m 
2012 05 12 07 36 26.0  2012 05 12 07 42  6.0  BSO m 
2012 05 12 15 46 44.0  2012 05 12 15 47 30.0  BSO m 
2012 05 12 23 40 46.0  2012 05 12 23 47 44.0  BSO m 
2012 05 13 07 43 12.0  2012 05 13 07 45 37.0  BSO m 
2012 05 13 15 38 41.0  2012 05 13 15 42 40.0  BSO m 
2012 05 13 23 44 29.0  2012 05 13 23 47 35.0  BSO m 
2012 05 14 07 36 48.0  2012 05 14 07 37 45.0  BSO m 
2012 05 14 15 35 23.0  2012 05 14 15 38 24.0  BSO m 
2012 05 14 23 34  6.0  2012 05 14 23 36 20.0  BSO m 
2012 05 15 07 36 29.0  2012 05 15 07 39 38.0  BSO m 
2012 05 15 15 36 39.0  2012 05 15 15 40 16.0  BSO m 
2012 05 15 23 36 13.0  2012 05 15 23 38 30.0  BSO m 
2012 05 16 07 38  5.0  2012 05 16 07 43 36.0  BSO m 
2012 05 16 15 35 51.0  2012 05 16 15 47 28.0  BSO m 
2012 05 16 23 34 15.0  2012 05 16 23 39  1.0  BSO m 
2012 05 17 07 35 22.0  2012 05 17 07 41 36.0  BSO m 
2012 05 17 15 33 56.0  2012 05 17 15 35 45.0  BSO m 
2012 05 17 23 37 38.0  2012 05 17 23 49 34.0  BSO m 
2012 05 18 07 36 41.0  2012 05 18 07 37 42.0  BSO m 
2012 05 18 15 41  0.0  2012 05 18 15 50 16.0  BSO m 
2012 05 18 23 37 14.0  2012 05 18 23 41 15.0  BSO m 
2012 05 19 07 40 52.0  2012 05 19 07 42 56.0  BSO m 
2012 05 19 15 35 43.0  2012 05 19 15 38 52.0  BSO m 
2012 05 19 23 35 41.0  2012 05 19 23 43 21.0  BSO m 
2012 05 20 07 40 15.0  2012 05 20 07 40 15.0  BSO s 
2012 05 20 15 38 33.0  2012 05 20 15 39 38.0  BSO m 
2012 05 20 23 36 17.0  2012 05 20 23 42  2.0  BSO m 
2012 05 21 07 41  3.0  2012 05 21 07 43  1.0  BSO m 
2012 05 21 15 40 35.0  2012 05 21 15 44 22.0  BSO m 
2012 05 21 23 48 49.0  2012 05 21 23 49 38.0  BSO m 
2012 05 22 07 47 28.0  2012 05 22 07 47 28.0  BSO s 
2012 05 22 15 47 23.0  2012 05 22 15 48 25.0  BSO m 
2012 05 22 23 50  4.0  2012 05 22 23 50  4.0  BSO s 
2012 05 23 08 02 27.0  2012 05 23 08 03 55.0  BSO m 
2012 05 23 15 50 26.0  2012 05 23 15 54 10.0  BSO m 
2012 05 23 23 46 31.0  2012 05 23 23 47 35.0  BSO m 
2012 05 24 07 44 28.0  2012 05 24 07 46 38.0  BSO m 
2012 05 24 15 45  4.0  2012 05 24 15 45  4.0  BSO s 
2012 05 24 23 58 10.0  2012 05 24 23 59 10.0  BSO m 
2012 05 25 07 51  0.0  2012 05 25 07 53  6.0  BSO m 
2012 05 25 16 45 50.0  2012 05 25 16 45 50.0  BSO s 
2012 05 26 00 26  0.0  2012 05 26 00 37 30.0  BSO m 
2012 05 26 08 23 35.0  2012 05 26 10 20  0.0  BSO m 
2012 05 26 15 47 41.0  2012 05 26 15 47 41.0  BSO s 
2012 05 26 23 43 59.0  2012 05 26 23 48  0.0  BSO m 
2012 05 27 07 52 23.0  2012 05 27 08 00 48.0  BSO m 
2012 05 27 15 56 57.0  2012 05 27 15 56 57.0  BSO s 
2012 05 28 00 02 24.0  2012 05 28 00 15 17.0  BSO m 
2012 05 28 08 46 30.0  2012 05 28 08 50 30.0  BSO m 
2012 05 28 16 23 34.0  2012 05 28 16 53 36.0  BSO m 
2012 05 29 08 40 18.0  2012 05 29 08 40 18.0  BSO s 
2012 05 29 16 16 40.0  2012 05 29 16 16 40.0  BSO s 
2012 05 30 02 47  6.0  2012 05 30 02 47  6.0  BSO s 
2012 05 30 08 47 20.0  2012 05 30 08 47 20.0  BSO s 
2012 05 30 16 44  8.0  2012 05 30 17 02 28.0  BSO m 
2012 05 31 00 34  0.0  2012 05 31 01 30 45.0  BSO m 
2012 05 31 08 51 26.0  2012 05 31 09 15 28.0  BSO m 
2012 05 31 16 58 23.0  2012 05 31 17 26 19.0  BSO m 
2012 06 01 00 34  6.0  2012 06 01 01 16 38.0  BSO m 
2012 06 01 08 17  7.0  2012 06 01 08 32 38.0  BSO m 
2012 06 01 16 04 30.0  2012 06 01 16 08 58.0  BSO m 
2012 06 02 00 31 20.0  2012 06 02 00 37 54.0  BSO m 
2012 06 02 08 32 44.0  2012 06 02 08 39 40.0  BSO m 
2012 06 02 16 37 36.0  2012 06 02 16 37 36.0  BSO s 
2012 06 03 00 03 36.0  2012 06 03 00 14 47.0  BSO m 
2012 06 03 08 27 26.0  2012 06 03 08 31 39.0  BSO m 
2012 06 03 16 00 13.0  2012 06 03 16 08  7.0  BSO m 
2012 06 04 00 35 42.0  2012 06 04 01 05 42.0  BSO m 
2012 06 04 08 40 55.0  2012 06 04 08 52 31.0  BSO m 
2012 06 04 16 54 32.0  2012 06 04 17 03 24.0  BSO m 
2012 06 05 01 00 34.0  2012 06 05 01 10  6.0  BSO m 
2012 06 05 08 55  4.0  2012 06 05 09 14 54.0  BSO m 
2012 06 05 17 01 11.0  2012 06 05 17 19 39.0  BSO m 
2012 06 06 01 01 33.0  2012 06 06 01 03  5.0  BSO m 
2012 06 06 08 52 53.0  2012 06 06 08 52 53.0  BSO s 
2012 06 06 16 51 10.0  2012 06 06 16 51 10.0  BSO s 
2012 06 07 00 56 44.0  2012 06 07 00 56 44.0  BSO s 
2012 06 07 08 57 16.0  2012 06 07 08 59 40.0  BSO m 
2012 06 07 16 49  4.0  2012 06 07 17 04 12.0  BSO m 
2012 06 08 00 55 39.0  2012 06 08 01 05  3.0  BSO m 
2012 06 08 08 59 50.0  2012 06 08 09 06 43.0  BSO m 
2012 06 08 17 01 35.0  2012 06 08 17 02 15.0  BSO m 
2012 06 09 01 01 13.0  2012 06 09 01 02 54.0  BSO m 
2012 06 09 09 18 48.0  2012 06 09 09 19 49.0  BSO m 
2012 06 13 01 21 56.0  2012 06 13 01 25 52.0  BSO m 
2012 06 13 09 09 12.0  2012 06 13 09 13 12.0  BSO m 
2012 06 13 16 45 20.0  2012 06 13 16 57 22.0  BSO m 
2012 06 14 01 26  0.0  2012 06 14 01 31 20.0  BSO m 
2012 06 14 09 12 34.0  2012 06 14 09 23 35.0  BSO m 
2012 06 14 17 21  2.0  2012 06 14 17 26 57.0  BSO m 
2012 06 15 01 28 42.0  2012 06 15 01 29 25.0  BSO m 
2012 06 15 09 17 34.0  2012 06 15 09 30 43.0  BSO m 
2012 06 15 17 20  4.0  2012 06 15 17 33 22.0  BSO m 
2012 06 16 01 17 21.0  2012 06 16 01 21 34.0  BSO m 
2012 06 16 09 18 15.0  2012 06 16 09 22 22.0  BSO m 
2012 06 16 17 33 24.0  2012 06 16 17 33 24.0  BSO s 
2012 06 17 01 22 55.0  2012 06 17 01 25 15.0  BSO m 
2012 06 17 09 15 15.0  2012 06 17 09 16 46.0  BSO m 
2012 06 17 17 34  1.0  2012 06 17 17 34  1.0  BSO s 
2012 06 18 01 33 55.0  2012 06 18 01 38 39.0  BSO m 
2012 06 18 09 34 10.0  2012 06 18 09 34 10.0  BSO s 
2012 06 18 17 19 45.0  2012 06 18 17 34 28.0  BSO m 
2012 06 19 01 16 24.0  2012 06 19 01 28 20.0  BSO m 
2012 06 19 09 19 25.0  2012 06 19 09 24 12.0  BSO m 
2012 06 19 17 25 36.0  2012 06 19 17 31 14.0  BSO m 
2012 06 20 01 30 45.0  2012 06 20 01 34  5.0  BSO m 
2012 06 20 09 30 55.0  2012 06 20 09 36 51.0  BSO m 
2012 06 20 17 26 18.0  2012 06 20 17 26 18.0  BSO s 
2012 06 21 01 44 17.0  2012 06 21 01 44 17.0  BSO s 
2012 06 21 09 37 24.0  2012 06 21 09 42  1.0  BSO m 
2012 06 21 17 16 36.0  2012 06 21 17 17 14.0  BSO m 
2012 06 22 01 30 26.0  2012 06 22 01 46  1.0  BSO m 
2012 06 22 09 27 28.0  2012 06 22 09 40 23.0  BSO m 
2012 06 22 17 14 59.0  2012 06 22 17 22 38.0  BSO m 
2012 06 23 01 34 27.0  2012 06 23 01 34 27.0  BSO s 
2012 06 23 09 21 54.0  2012 06 23 09 26 28.0  BSO m 
2012 06 23 17 22 25.0  2012 06 23 17 30 19.0  BSO m 
2012 06 24 01 21 41.0  2012 06 24 01 24 12.0  BSO m 
2012 06 24 09 22  2.0  2012 06 24 09 32  2.0  BSO m 
2012 06 24 17 28 29.0  2012 06 24 17 34 10.0  BSO m 
2012 06 25 01 25 12.0  2012 06 25 01 30 28.0  BSO m 
2012 06 25 09 20 24.0  2012 06 25 09 26 57.0  BSO m 
2012 06 25 17 22 40.0  2012 06 25 17 47 58.0  BSO m 
2012 06 26 01 20 54.0  2012 06 26 01 34 51.0  BSO m 
2012 06 26 09 15 34.0  2012 06 26 09 25 53.0  BSO m 
2012 06 26 17 21 22.0  2012 06 26 17 27  4.0  BSO m 
2012 06 27 01 20 30.0  2012 06 27 01 35 49.0  BSO m 
2012 06 27 09 30 54.0  2012 06 27 09 36 58.0  BSO m 
2012 06 27 17 25  2.0  2012 06 27 17 33 27.0  BSO m 
2012 06 28 01 27  6.0  2012 06 28 01 34 16.0  BSO m 
2012 06 28 09 51  4.0  2012 06 28 09 53 56.0  BSO m 
2012 06 28 17 49 20.0  2012 06 28 17 57 16.0  BSO m 
2012 06 29 01 34 32.0  2012 06 29 01 39 31.0  BSO m 
2012 06 29 09 46 59.0  2012 06 29 09 51 48.0  BSO m 
2012 06 29 19 03 45.0  2012 06 29 19 03 45.0  BSO s 
2012 06 30 01 29 15.0  2012 06 30 01 46 11.0  BSO m 
2012 06 30 09 18 22.0  2012 06 30 09 21 30.0  BSO m 
2012 06 30 16 55 26.0  2012 06 30 16 55 26.0  BSO s 
