S_Yr S_Mon S_Day S_Hr S_Min S_Sec E_Yr E_Mon E_Day E_Hr E_Min E_Sec Type Inst
2011 10 09 17 07 37.0  2011 10 09 17 09 10.0  BSI m 
2011 10 10 04 48 46.0  2011 10 10 04 48 46.0  BSI s 
2011 10 10 16 33 11.0  2011 10 10 16 36 30.0  BSI m 
2011 10 11 04 16 34.0  2011 10 11 04 18  5.0  BSI m 
2011 10 11 16 01 28.0  2011 10 11 16 04 36.0  BSI m 
2011 10 12 03 45 10.0  2011 10 12 03 45 10.0  BSI s 
2011 10 12 15 44 58.0  2011 10 12 15 44 58.0  BSI s 
2011 10 13 03 28 53.0  2011 10 13 03 28 53.0  BSI s 
2011 10 13 11 58 55.0  2011 10 13 14 49 25.0  BSI m 
2011 10 14 02 58 53.0  2011 10 14 03 01 57.0  BSI m 
2011 10 14 14 40 24.0  2011 10 14 14 43 35.0  BSI m 
2011 10 15 02 21 13.0  2011 10 15 02 29 54.0  BSI m 
2011 10 15 14 03 46.0  2011 10 15 14 22  4.0  BSI m 
2011 10 16 01 42 10.0  2011 10 16 01 53  4.0  BSI m 
2011 10 16 13 04 31.0  2011 10 16 13 07  4.0  BSI m 
2011 10 17 01 02 38.0  2011 10 17 01 05 31.0  BSI m 
2011 10 17 12 53 57.0  2011 10 17 12 56 38.0  BSI m 
2011 10 18 00 41 40.0  2011 10 18 00 41 40.0  BSI s 
2011 10 18 12 22 26.0  2011 10 18 12 24 32.0  BSI m 
2011 10 18 23 56 48.0  2011 10 19 00 02 15.0  BSI m 
2011 10 19 11 49 52.0  2011 10 19 11 54 25.0  BSI m 
2011 10 19 23 37 28.0  2011 10 19 23 41 19.0  BSI m 
2011 10 20 11 07 40.0  2011 10 20 11 11  3.0  BSI m 
2011 10 20 23 14 38.0  2011 10 20 23 14 38.0  BSI s 
2011 10 21 10 53 38.0  2011 10 21 10 55 48.0  BSI m 
2011 10 21 22 51 12.0  2011 10 21 22 51 12.0  BSI s 
2011 10 22 10 32  3.0  2011 10 22 10 34 40.0  BSI m 
2011 10 22 22 14 15.0  2011 10 22 22 16 22.0  BSI m 
2011 10 23 10 00 39.0  2011 10 23 10 01 36.0  BSI m 
2011 10 23 21 44  9.0  2011 10 23 21 52 35.0  BSI m 
2011 10 24 09 23 17.0  2011 10 24 09 35 33.0  BSI m 
2011 10 24 21 21 42.0  2011 10 24 21 27 38.0  BSI m 
2011 10 25 09 14 27.0  2011 10 25 09 14 52.0  BSI m 
2011 10 25 21 06 37.0  2011 10 25 21 06 37.0  BSI s 
2011 10 26 09 18 53.0  2011 10 26 09 19 55.0  BSI m 
2011 10 26 21 23 15.0  2011 10 26 21 23 15.0  BSI s 
2011 10 27 09 09 34.0  2011 10 27 09 21 12.0  BSI m 
2011 10 27 21 07 34.0  2011 10 27 21 07 34.0  BSI s 
2011 10 28 09 09 30.0  2011 10 28 09 10 32.0  BSI m 
2011 10 28 21 04 20.0  2011 10 28 21 18 24.0  BSI m 
2011 10 29 08 06 51.0  2011 10 29 08 39 23.0  BSI m 
2011 10 29 20 26 38.0  2011 10 29 20 42 36.0  BSI m 
2011 10 30 08 41 47.0  2011 10 30 08 42 43.0  BSI m 
2011 10 30 20 34  8.0  2011 10 30 20 34  8.0  BSI s 
2011 10 31 08 23 32.0  2011 10 31 08 34 26.0  BSI m 
2011 10 31 20 03 19.0  2011 10 31 20 21 42.0  BSI m 
2011 11 01 08 13 20.0  2011 11 01 08 13 20.0  BSI s 
2011 11 01 19 24 35.0  2011 11 01 19 24 35.0  BSI s 
2011 11 02 07 57 56.0  2011 11 02 08 16 54.0  BSI m 
2011 11 02 19 59 38.0  2011 11 02 20 07 14.0  BSI m 
2011 11 03 07 47 31.0  2011 11 03 07 59  5.0  BSI m 
2011 11 03 19 19 24.0  2011 11 03 19 30 46.0  BSI m 
2011 11 04 07 29 32.0  2011 11 04 07 57 34.0  BSI m 
2011 11 04 19 40 38.0  2011 11 04 20 53 16.0  BSI m 
2011 11 05 06 16 10.0  2011 11 05 07 58 16.0  BSI m 
2011 11 05 20 17 47.0  2011 11 05 20 39 22.0  BSI m 
2011 11 06 06 55 40.0  2011 11 06 07 22 18.0  BSI m 
2011 11 06 18 48 40.0  2011 11 06 19 34 22.0  BSI m 
2011 11 07 06 36 10.0  2011 11 07 07 26 38.0  BSI m 
2011 11 07 17 45 18.0  2011 11 07 18 38 20.0  BSI m 
2011 11 08 06 07 50.0  2011 11 08 06 31 35.0  BSI m 
2011 11 08 18 12 48.0  2011 11 08 18 34  2.0  BSI m 
2011 11 09 05 43 55.0  2011 11 09 07 56 50.0  BSI m 
2011 11 09 18 47 38.0  2011 11 09 18 57 53.0  BSI m 
2011 11 10 06 41 57.0  2011 11 10 06 43 43.0  BSI m 
2011 11 10 18 21 20.0  2011 11 10 19 23 14.0  BSI m 
2011 11 11 07 12  4.0  2011 11 11 07 49 58.0  BSI m 
2011 11 11 18 41 48.0  2011 11 11 18 54  8.0  BSI m 
2011 11 12 06 27 13.0  2011 11 12 06 34 28.0  BSI m 
2011 11 12 18 01 40.0  2011 11 12 18 20 29.0  BSI m 
2011 11 13 05 43 59.0  2011 11 13 06 06  3.0  BSI m 
2011 11 13 17 34 52.0  2011 11 13 18 16 42.0  BSI m 
2011 11 14 06 29 26.0  2011 11 14 06 32 10.0  BSI m 
2011 11 14 15 14 45.0  2011 11 14 17 36 45.0  BSI m 
2011 11 15 05 49  0.0  2011 11 15 06 48 28.0  BSI m 
2011 11 15 17 08 54.0  2011 11 15 18 25 52.0  BSI m 
2011 11 16 05 32 30.0  2011 11 16 05 41  7.0  BSI m 
2011 11 16 16 55  9.0  2011 11 16 16 55  9.0  BSI s 
2011 11 17 04 29 20.0  2011 11 17 04 48 28.0  BSI m 
2011 11 17 18 19 47.0  2011 11 17 18 28 15.0  BSI m 
2011 11 18 03 19  5.0  2011 11 18 06 29 30.0  BSI m 
2011 11 18 18 53 28.0  2011 11 18 18 53 28.0  BSI s 
2011 11 19 05 59 52.0  2011 11 19 06 35 34.0  BSI m 
2011 11 19 15 36 36.0  2011 11 19 16 19 14.0  BSI m 
2011 11 20 06 06 25.0  2011 11 20 06 24 25.0  BSI m 
2011 11 20 16 38  5.0  2011 11 20 16 51  3.0  BSI m 
2011 11 21 05 02 44.0  2011 11 21 05 34 41.0  BSI m 
2011 11 21 16 55  9.0  2011 11 21 17 23 39.0  BSI m 
2011 11 22 04 40 27.0  2011 11 22 04 40 27.0  BSI s 
2011 11 22 16 16 50.0  2011 11 22 18 21 50.0  BSI m 
2011 11 23 05 03 50.0  2011 11 23 06 34 54.0  BSI m 
2011 11 23 15 01 14.0  2011 11 23 15 01 14.0  BSI s 
2011 11 24 05 42  8.0  2011 11 24 05 45 34.0  BSI m 
2011 11 24 17 20 28.0  2011 11 24 17 59 35.0  BSI m 
2011 11 25 06 19 55.0  2011 11 25 06 54  0.0  BSI m 
2011 11 25 18 23  1.0  2011 11 25 18 23  1.0  BSI s 
2011 11 26 06 13 13.0  2011 11 26 06 30  7.0  BSI m 
2011 11 26 18 37 24.0  2011 11 26 18 58 23.0  BSI m 
2011 11 27 06 38  2.0  2011 11 27 07 07 20.0  BSI m 
2011 11 27 18 16 53.0  2011 11 27 18 33 28.0  BSI m 
2011 11 28 05 40  8.0  2011 11 28 06 42  0.0  BSI m 
2011 11 28 16 20  8.0  2011 11 28 17 58 24.0  BSI m 
2011 11 29 06 34 28.0  2011 11 29 07 18 26.0  BSI m 
2011 11 29 18 48 44.0  2011 11 29 19 38 40.0  BSI m 
2011 11 30 06 57 24.0  2011 11 30 07 22 54.0  BSI m 
2011 11 30 19 42 29.0  2011 11 30 19 43 17.0  BSI m 
2011 12 01 07 39 41.0  2011 12 01 07 39 41.0  BSI s 
2011 12 01 19 41 11.0  2011 12 01 19 47 39.0  BSI m 
2011 12 02 07 30 37.0  2011 12 02 07 39 22.0  BSI m 
2011 12 02 19 36 27.0  2011 12 02 19 37 32.0  BSI m 
2011 12 03 08 07 10.0  2011 12 03 08 07 10.0  BSI s 
2011 12 03 20 11 45.0  2011 12 03 20 19 46.0  BSI m 
2011 12 04 08 42  9.0  2011 12 04 08 44 59.0  BSI m 
2011 12 04 20 09 25.0  2011 12 04 20 21 49.0  BSI m 
2011 12 05 08 05 32.0  2011 12 05 08 37 34.0  BSI m 
2011 12 05 20 21 57.0  2011 12 05 20 28  6.0  BSI m 
2011 12 06 07 50 44.0  2011 12 06 07 55  1.0  BSI m 
2011 12 06 20 17 33.0  2011 12 06 20 17 33.0  BSI s 
2011 12 07 06 58 41.0  2011 12 07 07 01 15.0  BSI m 
2011 12 07 19 33  3.0  2011 12 07 19 34 21.0  BSI m 
2011 12 08 07 28 49.0  2011 12 08 08 00 15.0  BSI m 
2011 12 08 19 45 25.0  2011 12 08 19 49 13.0  BSI m 
2011 12 09 07 25 49.0  2011 12 09 07 28 15.0  BSI m 
2011 12 09 19 24 40.0  2011 12 09 19 30 26.0  BSI m 
2011 12 10 07 17 11.0  2011 12 10 07 20 12.0  BSI m 
2011 12 10 19 08 42.0  2011 12 10 19 14 54.0  BSI m 
2011 12 11 06 57  7.0  2011 12 11 06 59 46.0  BSI m 
2011 12 11 18 43 13.0  2011 12 11 18 43 38.0  BSI m 
2011 12 12 06 33 36.0  2011 12 12 06 33 36.0  BSI s 
2011 12 12 18 13 57.0  2011 12 12 18 17 45.0  BSI m 
2011 12 13 06 09 44.0  2011 12 13 06 15 28.0  BSI m 
2011 12 13 17 59 25.0  2011 12 13 17 59 25.0  BSI s 
2011 12 14 05 49 49.0  2011 12 14 05 51 34.0  BSI m 
2011 12 14 17 30 26.0  2011 12 14 17 33 53.0  BSI m 
2011 12 15 05 25 23.0  2011 12 15 05 25 52.0  BSI m 
2011 12 15 17 14 55.0  2011 12 15 17 20 33.0  BSI m 
2011 12 16 04 55 24.0  2011 12 16 05 02 32.0  BSI m 
2011 12 16 16 51 21.0  2011 12 16 16 52 36.0  BSI m 
2011 12 17 04 35 11.0  2011 12 17 04 37 38.0  BSI m 
2011 12 17 16 29 16.0  2011 12 17 16 29 16.0  BSI s 
2011 12 18 04 13 16.0  2011 12 18 04 16 22.0  BSI m 
2011 12 18 16 02 36.0  2011 12 18 16 03 16.0  BSI m 
2011 12 19 03 45 32.0  2011 12 19 03 45 32.0  BSI s 
2011 12 19 15 39 56.0  2011 12 19 15 40 45.0  BSI m 
2011 12 20 03 22 35.0  2011 12 20 03 25 26.0  BSI m 
2011 12 20 14 57 55.0  2011 12 20 15 11 13.0  BSI m 
2011 12 21 03 00 41.0  2011 12 21 03 01 19.0  BSI m 
2011 12 21 14 46 49.0  2011 12 21 14 47 34.0  BSI m 
2011 12 22 02 32 14.0  2011 12 22 02 32 14.0  BSI s 
2011 12 22 14 17 32.0  2011 12 22 14 21  9.0  BSI m 
2011 12 23 02 06 24.0  2011 12 23 02 08 56.0  BSI m 
2011 12 23 13 50 45.0  2011 12 23 13 55 21.0  BSI m 
2011 12 24 01 42 48.0  2011 12 24 01 42 48.0  BSI s 
2011 12 24 13 30 18.0  2011 12 24 13 31 50.0  BSI m 
2011 12 25 01 13 13.0  2011 12 25 01 15 59.0  BSI m 
2011 12 25 12 56 20.0  2011 12 25 13 05 44.0  BSI m 
2011 12 26 00 52 51.0  2011 12 26 00 52 51.0  BSI s 
2011 12 26 12 24 55.0  2011 12 26 12 32 52.0  BSI m 
2011 12 26 23 49 38.0  2011 12 26 23 55 44.0  BSI m 
2011 12 27 12 05 52.0  2011 12 27 12 05 52.0  BSI s 
2011 12 27 23 55 20.0  2011 12 27 23 55 20.0  BSI s 
2011 12 28 11 50 19.0  2011 12 28 11 50 19.0  BSI s 
2011 12 28 23 39 59.0  2011 12 28 23 39 59.0  BSI s 
2011 12 29 11 16 41.0  2011 12 29 11 16 41.0  BSI s 
2011 12 29 23 06 24.0  2011 12 29 23 07 14.0  BSI m 
2011 12 30 10 55 54.0  2011 12 30 10 56 29.0  BSI m 
2011 12 30 22 25  8.0  2011 12 30 22 25  8.0  BSI s 
2011 12 31 10 31 22.0  2011 12 31 10 32  0.0  BSI m 
2011 12 31 22 12 28.0  2011 12 31 22 15 35.0  BSI m 
2012 01 01 09 55 33.0  2012 01 01 09 58 14.0  BSI m 
2012 01 01 21 42 32.0  2012 01 01 21 44 47.0  BSI m 
2012 01 02 09 35 42.0  2012 01 02 09 42 36.0  BSI m 
2012 01 02 21 30 58.0  2012 01 02 21 30 58.0  BSI s 
2012 01 03 09 09  4.0  2012 01 03 09 09  4.0  BSI s 
2012 01 03 20 58 11.0  2012 01 03 21 03 10.0  BSI m 
2012 01 04 08 40 48.0  2012 01 04 08 40 48.0  BSI s 
2012 01 04 20 27 55.0  2012 01 04 20 35 55.0  BSI m 
2012 01 05 08 26 57.0  2012 01 05 08 27 44.0  BSI m 
2012 01 05 20 01 54.0  2012 01 05 20 06  1.0  BSI m 
2012 01 06 07 45 55.0  2012 01 06 07 52 30.0  BSI m 
2012 01 06 19 27 28.0  2012 01 06 19 37 52.0  BSI m 
2012 01 07 07 18  4.0  2012 01 07 07 20 15.0  BSI m 
2012 01 07 19 03 47.0  2012 01 07 19 03 47.0  BSI s 
2012 01 08 06 47  1.0  2012 01 08 06 53 37.0  BSI m 
2012 01 08 18 45 50.0  2012 01 08 18 52  6.0  BSI m 
2012 01 09 06 30 56.0  2012 01 09 06 31 41.0  BSI m 
2012 01 09 18 15 11.0  2012 01 09 18 23 32.0  BSI m 
2012 01 10 05 44  8.0  2012 01 10 05 54 34.0  BSI m 
2012 01 10 17 37 49.0  2012 01 10 17 41 45.0  BSI m 
2012 01 11 05 33 25.0  2012 01 11 05 33 25.0  BSI s 
2012 01 11 17 12 21.0  2012 01 11 17 12 59.0  BSI m 
2012 01 12 04 51 18.0  2012 01 12 05 04 28.0  BSI m 
2012 01 12 16 59 48.0  2012 01 12 17 06  1.0  BSI m 
2012 01 13 04 39 49.0  2012 01 13 04 40 31.0  BSI m 
2012 01 13 16 23 39.0  2012 01 13 16 29  9.0  BSI m 
2012 01 14 04 13 17.0  2012 01 14 04 17  5.0  BSI m 
2012 01 14 15 52 18.0  2012 01 14 16 03 51.0  BSI m 
2012 01 15 03 51 26.0  2012 01 15 03 57 43.0  BSI m 
2012 01 15 15 36 36.0  2012 01 15 15 36 36.0  BSI s 
2012 01 16 03 16 25.0  2012 01 16 03 24  9.0  BSI m 
2012 01 16 15 00 34.0  2012 01 16 15 10  4.0  BSI m 
2012 01 17 02 44 37.0  2012 01 17 02 53 30.0  BSI m 
2012 01 17 14 34 37.0  2012 01 17 14 44  3.0  BSI m 
2012 01 18 02 19 16.0  2012 01 18 02 26 13.0  BSI m 
2012 01 18 14 06  8.0  2012 01 18 14 13 34.0  BSI m 
2012 01 19 01 52 41.0  2012 01 19 01 56 51.0  BSI m 
2012 01 19 13 33 34.0  2012 01 19 13 39 39.0  BSI m 
2012 01 20 01 25  7.0  2012 01 20 01 25  7.0  BSI s 
2012 01 20 13 15 15.0  2012 01 20 13 16 19.0  BSI m 
2012 01 21 00 55 27.0  2012 01 21 01 09 52.0  BSI m 
2012 01 21 12 50  8.0  2012 01 21 13 09 53.0  BSI m 
2012 01 22 00 35  3.0  2012 01 22 00 35  3.0  BSI s 
2012 01 22 12 31 11.0  2012 01 22 12 34  0.0  BSI m 
2012 01 23 00 10 37.0  2012 01 23 00 14 34.0  BSI m 
2012 01 23 11 43 52.0  2012 01 23 11 47 56.0  BSI m 
2012 01 23 23 49 26.0  2012 01 23 23 50 56.0  BSI m 
2012 01 24 11 07  5.0  2012 01 24 11 28 36.0  BSI m 
2012 01 24 23 15  2.0  2012 01 24 23 25 11.0  BSI m 
2012 01 25 10 48 52.0  2012 01 25 11 04 32.0  BSI m 
2012 01 25 22 36 31.0  2012 01 25 22 52 39.0  BSI m 
2012 01 26 10 20 56.0  2012 01 26 10 22 27.0  BSI m 
2012 01 26 21 44  6.0  2012 01 26 22 00 20.0  BSI m 
2012 01 27 09 33 30.0  2012 01 27 09 47 54.0  BSI m 
2012 01 27 21 26 54.0  2012 01 27 21 34 36.0  BSI m 
2012 01 28 08 44 10.0  2012 01 28 09 16 56.0  BSI m 
2012 01 28 19 40 40.0  2012 01 28 20 51 52.0  BSI m 
2012 01 29 08 21 30.0  2012 01 29 08 21 30.0  BSI s 
2012 01 29 19 48 35.0  2012 01 29 20 07 16.0  BSI m 
2012 01 30 07 31 48.0  2012 01 30 07 31 48.0  BSI s 
2012 01 30 18 42 10.0  2012 01 30 18 42 10.0  BSI s 
2012 01 31 07 44 18.0  2012 01 31 08 23 38.0  BSI m 
2012 01 31 19 29 26.0  2012 01 31 19 43 58.0  BSI m 
2012 02 01 07 10 12.0  2012 02 01 07 10 12.0  BSI s 
2012 02 01 17 46 30.0  2012 02 01 18 39 34.0  BSI m 
2012 02 02 06 10 15.0  2012 02 02 07 34  0.0  BSI m 
2012 02 02 17 40  8.0  2012 02 02 17 57 48.0  BSI m 
2012 02 03 05 28 46.0  2012 02 03 05 53 36.0  BSI m 
2012 02 03 17 00 16.0  2012 02 03 17 53 20.0  BSI m 
2012 02 04 04 52 40.0  2012 02 04 04 52 40.0  BSI s 
2012 02 04 16 13 45.0  2012 02 04 16 25 52.0  BSI m 
2012 02 05 04 46 44.0  2012 02 05 04 57 34.0  BSI m 
2012 02 05 16 28 44.0  2012 02 05 16 33 48.0  BSI m 
2012 02 06 04 08 32.0  2012 02 06 04 08 32.0  BSI s 
2012 02 06 15 27 46.0  2012 02 06 15 59 40.0  BSI m 
2012 02 07 03 33 52.0  2012 02 07 04 03 32.0  BSI m 
2012 02 07 14 23 14.0  2012 02 07 15 13 24.0  BSI m 
2012 02 08 02 41 24.0  2012 02 08 03 26 20.0  BSI m 
2012 02 08 14 18 28.0  2012 02 08 14 18 28.0  BSI s 
2012 02 09 02 02 22.0  2012 02 09 02 15  6.0  BSI m 
2012 02 09 13 38  4.0  2012 02 09 13 51 58.0  BSI m 
2012 02 10 01 16 49.0  2012 02 10 01 16 49.0  BSI s 
2012 02 10 12 51 35.0  2012 02 10 13 13  0.0  BSI m 
2012 02 11 00 54  0.0  2012 02 11 01 46 55.0  BSI m 
2012 02 11 12 51  8.0  2012 02 11 13 03 47.0  BSI m 
2012 02 12 00 34 48.0  2012 02 12 00 53  4.0  BSI m 
2012 02 12 12 18 14.0  2012 02 12 12 29 32.0  BSI m 
2012 02 13 00 35 22.0  2012 02 13 00 35 22.0  BSI s 
2012 02 13 12 03 59.0  2012 02 13 12 07 32.0  BSI m 
2012 02 13 23 44 20.0  2012 02 13 23 44 20.0  BSI s 
2012 02 14 11 41 55.0  2012 02 14 12 33 20.0  BSI m 
2012 02 14 22 58  6.0  2012 02 14 23 16 54.0  BSI m 
2012 02 15 10 09 50.0  2012 02 15 11 21 10.0  BSI m 
2012 02 15 22 42 58.0  2012 02 15 22 53 10.0  BSI m 
2012 02 16 10 23 40.0  2012 02 16 10 56 14.0  BSI m 
2012 02 16 22 15 46.0  2012 02 16 22 41 45.0  BSI m 
2012 02 17 10 06 37.0  2012 02 17 10 11 31.0  BSI m 
2012 02 17 21 23 34.0  2012 02 17 21 57  8.0  BSI m 
2012 02 18 09 39 18.0  2012 02 18 10 17 32.0  BSI m 
2012 02 18 21 20 28.0  2012 02 18 21 37  9.0  BSI m 
2012 02 19 09 07 38.0  2012 02 19 09 32 12.0  BSI m 
2012 02 19 20 36 26.0  2012 02 19 21 08 29.0  BSI m 
2012 02 20 08 47 58.0  2012 02 20 08 56 16.0  BSI m 
2012 02 20 20 30 34.0  2012 02 20 20 42 25.0  BSI m 
2012 02 21 08 34 16.0  2012 02 21 08 42 32.0  BSI m 
2012 02 21 20 12 24.0  2012 02 21 20 45 32.0  BSI m 
2012 02 22 08 22 30.0  2012 02 22 08 25 51.0  BSI m 
2012 02 22 19 19 15.0  2012 02 22 19 44 28.0  BSI m 
2012 02 23 07 34  4.0  2012 02 23 07 49 39.0  BSI m 
2012 02 23 19 51 58.0  2012 02 23 19 52 19.0  BSI m 
2012 02 24 07 32 12.0  2012 02 24 07 48 14.0  BSI m 
2012 02 24 19 40 21.0  2012 02 24 19 56  7.0  BSI m 
2012 02 25 08 09 58.0  2012 02 25 08 13 39.0  BSI m 
2012 02 25 19 59 44.0  2012 02 25 19 59 44.0  BSI s 
2012 02 26 07 29 38.0  2012 02 26 07 32 54.0  BSI m 
2012 02 26 19 34  8.0  2012 02 26 19 39 47.0  BSI m 
2012 02 27 06 56 35.0  2012 02 27 07 13 30.0  BSI m 
2012 02 27 18 22 34.0  2012 02 27 18 37 46.0  BSI m 
2012 02 28 06 38 51.0  2012 02 28 06 45  9.0  BSI m 
2012 02 28 18 16 12.0  2012 02 28 18 47 50.0  BSI m 
2012 02 29 07 00 36.0  2012 02 29 07 15 53.0  BSI m 
2012 02 29 18 52 20.0  2012 02 29 18 57 39.0  BSI m 
2012 03 01 06 32 58.0  2012 03 01 06 37 31.0  BSI m 
2012 03 01 18 42 32.0  2012 03 01 18 45 13.0  BSI m 
2012 03 02 06 51 26.0  2012 03 02 06 56 58.0  BSI m 
2012 03 02 18 50 17.0  2012 03 02 18 55 29.0  BSI m 
2012 03 03 06 30 25.0  2012 03 03 06 35 28.0  BSI m 
2012 03 03 17 52  9.0  2012 03 03 17 58 16.0  BSI m 
2012 03 04 05 35  4.0  2012 03 04 05 38  4.0  BSI m 
2012 03 04 17 12  4.0  2012 03 04 17 20 46.0  BSI m 
2012 03 05 05 00 53.0  2012 03 05 05 02 49.0  BSI m 
2012 03 05 12 28 50.0  2012 03 05 12 28 50.0  BSI s 
2012 03 06 03 43 14.0  2012 03 06 04 01 22.0  BSI m 
2012 03 06 15 50 20.0  2012 03 06 16 01 26.0  BSI m 
2012 03 07 02 14 10.0  2012 03 07 02 14 10.0  BSI s 
2012 03 07 14 54  2.0  2012 03 07 14 58 18.0  BSI m 
2012 03 08 01 46  0.0  2012 03 08 01 47 20.0  BSI m 
2012 03 08 14 11 24.0  2012 03 08 14 12  1.0  BSI m 
2012 03 09 02 09 52.0  2012 03 09 02 09 52.0  BSI s 
2012 03 09 13 43 36.0  2012 03 09 13 43 36.0  BSI s 
2012 03 10 01 28 24.0  2012 03 10 01 29  8.0  BSI m 
2012 03 10 12 58 53.0  2012 03 10 13 00 57.0  BSI m 
2012 03 11 00 43 49.0  2012 03 11 00 43 49.0  BSI s 
2012 03 11 12 21 41.0  2012 03 11 12 23 15.0  BSI m 
2012 03 11 23 52 57.0  2012 03 11 23 52 57.0  BSI s 
2012 03 12 11 30 42.0  2012 03 12 11 31 19.0  BSI m 
2012 03 12 23 10 14.0  2012 03 12 23 12 21.0  BSI m 
2012 03 13 10 44 57.0  2012 03 13 10 48 48.0  BSI m 
2012 03 13 22 25 22.0  2012 03 13 22 28 28.0  BSI m 
2012 03 14 10 00 47.0  2012 03 14 10 01 23.0  BSI m 
2012 03 14 21 30  3.0  2012 03 14 21 36 18.0  BSI m 
2012 03 15 09 04 48.0  2012 03 15 09 07 13.0  BSI m 
2012 03 15 20 52 45.0  2012 03 15 20 53 49.0  BSI m 
2012 03 16 08 19  0.0  2012 03 16 08 28 44.0  BSI m 
2012 03 16 20 01 24.0  2012 03 16 20 02 17.0  BSI m 
2012 03 17 07 37 16.0  2012 03 17 07 38 23.0  BSI m 
2012 03 17 19 13 14.0  2012 03 17 19 14 21.0  BSI m 
2012 03 18 06 50 13.0  2012 03 18 06 51 45.0  BSI m 
2012 03 18 17 39 38.0  2012 03 18 17 39 38.0  BSI s 
2012 03 19 06 06 57.0  2012 03 19 06 06 57.0  BSI s 
2012 03 19 17 39 20.0  2012 03 19 17 40  0.0  BSI m 
2012 03 20 05 23  2.0  2012 03 20 05 23  2.0  BSI s 
2012 03 20 16 57 58.0  2012 03 20 16 57 58.0  BSI s 
2012 03 21 04 33  2.0  2012 03 21 04 33 33.0  BSI m 
2012 03 21 16 09 57.0  2012 03 21 16 10 39.0  BSI m 
2012 03 22 03 45 43.0  2012 03 22 03 45 43.0  BSI s 
2012 03 22 15 19 26.0  2012 03 22 15 20 26.0  BSI m 
2012 03 23 02 50 44.0  2012 03 23 02 54 25.0  BSI m 
2012 03 23 14 31  7.0  2012 03 23 14 31  7.0  BSI s 
2012 03 24 02 11 33.0  2012 03 24 02 11 33.0  BSI s 
2012 03 24 13 44 47.0  2012 03 24 13 44 47.0  BSI s 
2012 03 25 01 22  9.0  2012 03 25 01 23 38.0  BSI m 
2012 03 25 12 55 24.0  2012 03 25 12 58 13.0  BSI m 
2012 03 26 00 27 44.0  2012 03 26 00 34  6.0  BSI m 
2012 03 26 12 07 37.0  2012 03 26 12 07 37.0  BSI s 
2012 03 26 23 45  0.0  2012 03 26 23 46 40.0  BSI m 
2012 03 27 11 20 29.0  2012 03 27 11 21 23.0  BSI m 
2012 03 27 22 50 53.0  2012 03 27 22 56 58.0  BSI m 
2012 03 28 10 30 30.0  2012 03 28 10 33 54.0  BSI m 
2012 03 28 22 08 26.0  2012 03 28 22 08 26.0  BSI s 
2012 03 29 09 42 28.0  2012 03 29 09 46 17.0  BSI m 
2012 03 29 21 16 19.0  2012 03 29 21 20 41.0  BSI m 
2012 03 30 08 52 18.0  2012 03 30 08 57 53.0  BSI m 
2012 03 30 20 29 36.0  2012 03 30 20 32  6.0  BSI m 
2012 03 31 07 52 55.0  2012 03 31 07 52 55.0  BSI s 
2012 03 31 19 30 48.0  2012 03 31 19 30 48.0  BSI s 
2012 04 01 07 12 20.0  2012 04 01 07 22  2.0  BSI m 
2012 04 01 18 54 55.0  2012 04 01 18 55 53.0  BSI m 
2012 04 02 06 31 13.0  2012 04 02 06 32 42.0  BSI m 
2012 04 02 17 56  6.0  2012 04 02 17 56  6.0  BSI s 
2012 04 03 05 40 36.0  2012 04 03 05 44  6.0  BSI m 
2012 04 03 17 19 18.0  2012 04 03 17 20 25.0  BSI m 
2012 04 04 04 55 23.0  2012 04 04 04 56  6.0  BSI m 
2012 04 04 16 34 36.0  2012 04 04 16 38 27.0  BSI m 
2012 04 05 04 06 35.0  2012 04 05 04 08 42.0  BSI m 
2012 04 05 15 27  7.0  2012 04 05 15 36 17.0  BSI m 
2012 04 06 03 20 22.0  2012 04 06 03 20 22.0  BSI s 
2012 04 06 14 49 12.0  2012 04 06 14 55 34.0  BSI m 
2012 04 07 02 25 35.0  2012 04 07 02 31 38.0  BSI m 
2012 04 07 14 05 18.0  2012 04 07 14 05 18.0  BSI s 
2012 04 08 01 51  5.0  2012 04 08 01 51  5.0  BSI s 
2012 04 08 13 24 27.0  2012 04 08 13 25 55.0  BSI m 
2012 04 09 00 51  0.0  2012 04 09 00 56 30.0  BSI m 
2012 04 09 12 33 25.0  2012 04 09 12 40  7.0  BSI m 
2012 04 09 23 07 50.0  2012 04 09 23 45 56.0  BSI m 
2012 04 10 11 34 10.0  2012 04 10 11 45 47.0  BSI m 
2012 04 10 23 11 42.0  2012 04 10 23 14 37.0  BSI m 
2012 04 11 10 41 17.0  2012 04 11 10 46 32.0  BSI m 
2012 04 11 22 18  9.0  2012 04 11 22 26 11.0  BSI m 
2012 04 12 09 44  6.0  2012 04 12 09 46 46.0  BSI m 
2012 04 12 21 32 30.0  2012 04 12 21 42 34.0  BSI m 
2012 04 13 09 15 28.0  2012 04 13 09 22  6.0  BSI m 
2012 04 13 20 49 34.0  2012 04 13 20 57  0.0  BSI m 
2012 04 14 08 25 10.0  2012 04 14 08 27 20.0  BSI m 
2012 04 14 19 46  2.0  2012 04 14 19 59 42.0  BSI m 
2012 04 15 07 30 29.0  2012 04 15 07 36 11.0  BSI m 
2012 04 15 19 01  7.0  2012 04 15 19 15 13.0  BSI m 
2012 04 16 06 42  2.0  2012 04 16 06 54  5.0  BSI m 
